Type,Name,Method,Element type,Element ID,Reviewed in,Detail,Procurement,BM_type,Min_num_Fbs,Max_num_Fbs,Fundamental object,Num_Fund_objs,Form,Scale,Nonstructural,Structural,Dynamic,Energetic,Kinetic,Thermo,Quantum_dyn,Evolutionary,Topological,Functional,Complexation,Sidechain,Folded,Rot_inv,Trans_inv,Electrostatic,Hydrophobic,Van der Waals,Hbond,Salt bridge,Pi,Metal,Solvent,Solute,Trapped water,Pocket/void,Fixed_size,Hierarch,Unique,Subset_Unique,Differentiable,Reversible,Guarantee_Valid,Probabilistic,Ref_frames,Graph: Node/edge?,Toxological,Metabolic,Extens,ComputCostly,Lin_comb,AG_layer,AugRatio,Implem,OSI_Avail,License,Docs,Webserver,Comment,Improv,Type,PubYr,Auth,Title,PubTitle,DOI,,,,,,,
Utility,AtomNet,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,DeepVS,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,Ragoza17VS,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,Ragoza17PO,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,DenseFS,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,Gonczarek17VS,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,Gomez17Score,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,PotentialNet,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,Tnet-BP,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,Pafnucy,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,MT-Net,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,ADV,Autodock vina,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,AD4,Autodock 4,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,RosettaLigand,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,vScreenML,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Li, Hongjian; Sze, Kam-Heung; Lu, Gang; Ballester, Pedro J.",Machine‐learning scoring functions for structure‐based virtual screening,,10.1002/wcms.1478,,,,,,,
Utility,Motif2Graph,Hierarchical graph generation,,,,Nonstructural,Computational,Ligand,,,Atom,Multiple,Graph,Both,1,0,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1-4+,,,,,,,,journalArticle,2020,"Jin, Wengong; Barzilay, Regina; Jaakkola, Tommi",Hierarchical Generation of Molecular Graphs using Structural Motifs,"arXiv:2002.03230 [cs, stat]",,,,,,,,
Utility,Mol2Manif,Conversion of SMILES to molecular fingerprint,,,,Nonstructural,Computational,Ligand,,,Ligand,One,Fingerprint,Global,1,0,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,journalArticle,2018,"Gómez-Bombarelli, Rafael; Wei, Jennifer N.; Duvenaud, David; Hernández-Lobato, José Miguel; Sánchez-Lengeling, Benjamín; Sheberla, Dennis; Aguilera-Iparraguirre, Jorge; Hirzel, Timothy D.; Adams, Ryan P.; Aspuru-Guzik, Alán",Automatic Chemical Design Using a Data-Driven Continuous Representation of Molecules,ACS Central Science,10.1021/acscentsci.7b00572,,,,,,,
Utility,NCBDSMD,Nanoconfined broadband dielectric spectroscopy molecular dynamics,,,,Dynamic,Experimental,,,,Protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Bourgeat, Laëtitia; Serghei, Anatoli; Lesieur, Claire",Experimental Protein Molecular Dynamics: Broadband Dielectric Spectroscopy coupled with nanoconfinement,Scientific Reports,10.1038/s41598-019-54562-8,,,,,,,
Utility,IBM,Immersed boundary method for finite element modelling ,,,,Dynamic,Computational,,,,,,FEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2013,"Oliver, Robin C.; Daniel, +; Read, J; Harlen, Oliver G.; Harris, Sarah A.; Read, Daniel J.; Harlen, Oliver G.; Harris, Sarah A.",A stochastic finite element model for the dynamics of globular macromolecules,Journal of Computational Physics,10.1016/j.jcp.2012.12.027,,,,,,,
Utility,Giotto-tda,,,,,Structural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,computerProgram,2021,,giotto-ai/giotto-tda,,,,,,,,,
Utility,Aleph,Persistent homology calculator,,,,Structural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,computerProgram,2021,"Rieck, Bastian",Pseudomanifold/Aleph,,,,,,,,,
Utility,Scikit-tda,Scikit addon for topological data analysis,,,,Structural,Computational,,,,,,Categorical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,computerProgram,2021,,scikit-tda/scikit-tda,,,,,,,,,
Utility,graphein,,,,,Structural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,computerProgram,2021,"Jamasb, Arian",a-r-j/graphein,,,,,,,,,
Utility,phat,Persistent homology computation library,,,,Structural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,computerProgram,2020,blazs,blazs/phat,,,,,,,,,
Utility,Gypsum-DL,,,,,Structural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Ropp, Patrick J.; Spiegel, Jacob O.; Walker, Jennifer L.; Green, Harrison; Morales, Guillermo A.; Milliken, Katherine A.; Ringe, John J.; Durrant, Jacob D.",Gypsum-DL: an open-source program for preparing small-molecule libraries for structure-based virtual screening,Journal of Cheminformatics,10.1186/s13321-019-0358-3,,,,,,,
Utility,PDBSum,PDBsum web interface,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Veeraragavulu, Praveen Chakravarthi; Yellapu, Nanda Kumar; Yerrathota, Sireesha; Adi, Pradeepkiran Jangampalli; Matcha, Bhaskar","Three Novel Mutations I65S, R66S, and G86R Divulge Significant Conformational Variations in the PTB Domain of the IRS1 Gene",ACS Omega,10.1021/acsomega.8b01712,,,,,,,
Utility,Nanoshaper,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Motta, Stefano; Callea, Lara; Giani Tagliabue, Sara; Bonati, Laura",Exploring the PXR ligand binding mechanism with advanced Molecular Dynamics methods,Scientific Reports,10.1038/s41598-018-34373-z,,,,,,,
Utility,BUMPy,Lipid bilayer construction tool,,,,Structural,Computational,,,,Atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Boyd, Kevin J.; May, Eric R.",BUMPy: A model-independent tool for constructing lipid bilayers of varying curvature and composition,Journal of chemical theory and computation,10.1021/acs.jctc.8b00765,,,,,,,
Utility,GRAFENE,Graphlet-based alignment-free network,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Faisal, Fazle E.; Newaz, Khalique; Chaney, Julie L.; Li, Jun; Emrich, Scott J.; Clark, Patricia L.; Milenković, Tijana",GRAFENE: Graphlet-based alignment-free network approach integrates 3D structural and sequence (residue order) data to improve protein structural comparison,Scientific Reports,10.1038/s41598-017-14411-y,,,,,,,
Utility,ADV,Autodock Vina,,,,Structural,Experimental,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2016,"Schmidt, Juliane; Wei, Ren; Oeser, Thorsten; Belisário-Ferrari, Matheus Regis; Barth, Markus; Then, Johannes; Zimmermann, Wolfgang","Effect of Tris, MOPS, and phosphate buffers on the hydrolysis of polyethylene terephthalate films by polyester hydrolases",FEBS Open Bio,10.1002/2211-5463.12097,,,,,,,
Utility,ODDTDAPI,ODDT Docking API,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2015,"Wójcikowski, Maciej; Zielenkiewicz, Piotr; Siedlecki, Pawel",Open Drug Discovery Toolkit (ODDT): A new open-source player in the drug discovery field,Journal of Cheminformatics,10.1186/s13321-015-0078-2,,,,,,,
Utility,QVina2,QuickVina2,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.qvina.org,,,,,journalArticle,2015,"Alhossary, Amr; Handoko, Stephanus Daniel; Mu, Yuguang; Kwoh, Chee Keong","Fast, accurate, and reliable molecular docking with QuickVina 2",Bioinformatics,10.1093/bioinformatics/btv082,,,,,,,
Utility,DOCK6,DOCK6 molecular docking server,,,,Structural,Computational,,,,,,,,,,,,,,,,Pose ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://dock.compbio.ucsf.edu,,,journalArticle,2014,"Allen, William J.; Rizzo, Robert C.",Implementation of the Hungarian Algorithm to Account for Ligand Symmetry and Similarity in Structure-Based Design,Journal of Chemical Information and Modeling,10.1021/ci400534h,,,,,,,
Utility,Avogadro,Avogadro semantic chemical editor,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2012,"Hanwell, Marcus D; Curtis, Donald E; Lonie, David C; Vandermeersch, Tim; Zurek, Eva; Hutchison, Geoffrey R","Avogadro: an advanced semantic chemical editor, visualization, and analysis platform",Journal of Cheminformatics,10.1186/1758-2946-4-17,,,,,,,
Utility,ACPYPE,AnteChamber PYthon Parser interfacE,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2012,"Sousa da Silva, Alan W.; Vranken, Wim F.",ACPYPE - AnteChamber PYthon Parser interfacE,BMC Research Notes,10.1186/1756-0500-5-367,,,,,,,
Utility,Protonate3D,Tool to fix hydrogen bonding and hydrogen possession in experimental structures,Figure,2,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2012,"Corbeil, Christopher R.; Williams, Christopher I.; Labute, Paul",Variability in docking success rates due to dataset preparation,Journal of Computer-Aided Molecular Design,10.1007/s10822-012-9570-1,,,,,,,
Utility,TRAJELIX,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2006,"Mezei, Mihaly; Filizola, Marta",TRAJELIX: A Computational Tool for the Geometric Characterization of Protein Helices During Molecular Dynamics Simulations,Journal of Computer-Aided Molecular Design,10.1007/s10822-006-9039-1,,,,,,,
Utility,MSMBuilder2,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,,,MSMBuilder2: Modeling Conformational Dynamics on the Picosecond to Millisecond Scale,Journal of Chemical Theory and Computation,,,,,,,,
Utility,AlphaFold,AlphaFold,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,computerProgram,2021,,AlphaFold,,,,,,,,,
Utility,QVina2,Docks molecular targets onto a specific receptor. Suitable for targeted docking (works on a pocket),,,,Structural,,,,,,,,,0,1,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,4-10+,,,,,,,,journalArticle,2015,"Alhossary, Amr; Handoko, Stephanus Daniel; Mu, Yuguang; Kwoh, Chee Keong","Fast, accurate, and reliable molecular docking with QuickVina 2",Bioinformatics,10.1093/bioinformatics/btv082,,,,,,,
Utility,QVinaW,Docks molecular targets onto a specific receptor. Suitable for untargeted docking (works on the whole structure),,,,Structural,,,,,,,,,0,1,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,4-10+,,,,,,,,journalArticle,2015,"Alhossary, Amr; Handoko, Stephanus Daniel; Mu, Yuguang; Kwoh, Chee Keong","Fast, accurate, and reliable molecular docking with QuickVina 2",Bioinformatics,10.1093/bioinformatics/btv082,,,,,,,
Utility,PerSpect,PerSpect includes a general strategy for generating features,,,,Structural,Computational,Both,,,,,Continuous,Global,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,journalArticle,2021,"Meng, Zhenyu; Xia, Kelin",Persistent spectral–based machine learning (PerSpect ML) for protein-ligand binding affinity prediction,Science Advances,10.1126/sciadv.abc5329,,,,,,,
Utility,Graphein,Graphein molecular graph generation library,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/a-r-j/graphein,,,,,,journalArticle,2020,"Jamasb, Arian R.; Lió, Pietro; Blundell, Tom L.",Graphein - a Python Library for Geometric Deep Learning and Network Analysis on Protein Structures,bioRxiv,10.1101/2020.07.15.204701,,,,,,,
Utility,BG2V,Biased-graph2vec – Biased graph traversal and pooling into graphical fingerprints,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conferencePaper,2020,"Liu, Yan; Zhang, Xiaokun; Liu, Lian; Li, Gaojian",Graph Embedding Based on Characteristic of Rooted Subgraph Structure,"Knowledge Science, Engineering and Management",10.1007/978-3-030-55130-8_3,,,,,,,
Utility,pyMCSC,Python multi-feature structural comparison,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/xulesc/pymcpsc,,,,,,journalArticle,2018,"Sharma, Anuj; Manolakos, Elias S.",Multi-criteria protein structure comparison and structural similarities analysis using pyMCPSC,PLOS ONE,10.1371/journal.pone.0204587,,,,,,,
Utility,PPD,Protein pocket detection,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/rdzhao/ProteinPocketDetection,,,http://weilab.math.msu.edu/PPD/,,,journalArticle,2018,"Zhao, Rundong; Cang, Zixuan; Tong, Yiying; Wei, Guo-Wei",Protein pocket detection via convex hull surface evolution and associated Reeb graph,Bioinformatics,10.1093/bioinformatics/bty598,,,,,,,
Utility,DNTor1.0,Dihedral angle predictor,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Li, Haiou; Hou, Jie; Adhikari, Badri; Lyu, Qiang; Cheng, Jianlin",Deep learning methods for protein torsion angle prediction,BMC Bioinformatics,10.1186/s12859-017-1834-2,,,,,,,
Utility,EPO_MCC,Enhanced partial order multiple curve comparison,,,,Dynamic,Computational,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2008,"Sun, Hong; Ferhatosmanoglu, Hakan; Ota, Motonori; Wang, Yusu",An enhanced partial order curve comparison algorithm and its application to analyzing protein folding trajectories,BMC bioinformatics,10.1186/1471-2105-9-344,,,,,,,
Utility,EPO_MCC_nomerge,Non-merging enhanced partial order multiple curve comparison,,,,Dynamic,Computational,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2008,"Sun, Hong; Ferhatosmanoglu, Hakan; Ota, Motonori; Wang, Yusu",An enhanced partial order curve comparison algorithm and its application to analyzing protein folding trajectories,BMC bioinformatics,10.1186/1471-2105-9-344,,,,,,,
Utility,ICE,Incremental combinatorial expansion,,,,Structural,Computational,Protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,1998,"Shindyalov, I. N.; Bourne, P. E.",Protein structure alignment by incremental combinatorial extension (CE) of the optimal path,Protein Engineering Design and Selection,10.1093/protein/11.9.739,,,,,,,
Utility,Graphein,Protein graphical / geometric deep learning feature generator,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/a-r-j/graphein,,,,,,journalArticle,2020,"Jamasb, Arian R.; Lió, Pietro; Blundell, Tom L.",Graphein - a Python Library for Geometric Deep Learning and Network Analysis on Protein Structures,bioRxiv,10.1101/2020.07.15.204701,,,,,,,
Utility,DEEPSMILES,A package for generating deep-learning friendly string representations of molecules,,,,Nonstructural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"O'Boyle, Noel; Dalke, Andrew",DeepSMILES: An Adaptation of SMILES for Use in Machine-Learning of Chemical Structures,chemRxiv: 10.26434,10.26434/chemrxiv.7097960.v1,,,,,,,
Utility,ChemGAN,Chemical generative adversarial network,,,,Nonstructural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,2017,"Benhenda, Mostapha",ChemGAN challenge for drug discovery: can AI reproduce natural chemical diversity?,,,,,,,,,
Utility,GR-Align,,,,,Nonstructural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Faisal, Fazle E.; Newaz, Khalique; Chaney, Julie L.; Li, Jun; Emrich, Scott J.; Clark, Patricia L.; Milenković, Tijana",GRAFENE: Graphlet-based alignment-free network approach integrates 3D structural and sequence (residue order) data to improve protein structural comparison,Scientific Reports,10.1038/s41598-017-14411-y,,,,,,,
Utility,phat,Persistent homology algorithm toolkit,,,,Math,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Bauer, Ulrich; Kerber, Michael; Reininghaus, Jan; Wagner, Hubert",Phat – Persistent Homology Algorithms Toolbox,Journal of Symbolic Computation,10.1016/j.jsc.2016.03.008,,,,,,,
Utility,ProDy,ProDy for protein dynamics,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2021,"Zhang, She; Krieger, James M; Zhang, Yan; Kaya, Cihan; Kaynak, Burak; Mikulska-Ruminska, Karolina; Doruker, Pemra; Li, Hongchun; Bahar, Ivet",ProDy 2.0: Increased Scale and Scope after 10 Years of Protein Dynamics Modelling with Python,Bioinformatics,10.1093/bioinformatics/btab187,,,,,,,
Utility,MD,Molecular dynamics simulation,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2021,"Das, Payel; Sercu, Tom; Wadhawan, Kahini; Padhi, Inkit; Gehrmann, Sebastian; Cipcigan, Flaviu; Chenthamarakshan, Vijil; Strobelt, Hendrik; dos Santos, Cicero; Chen, Pin-Yu; Yang, Yi Yan; Tan, Jeremy P. K.; Hedrick, James; Crain, Jason; Mojsilovic, Aleksandra",Accelerated antimicrobial discovery via deep generative models and molecular dynamics simulations,Nature Biomedical Engineering,10.1038/s41551-021-00689-x,,,,,,,
Utility,ivis,ivis dimensionality-reduction framework for MD simulations,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://bering-ivis.readthedocs.io/en/latest/,,,,,,journalArticle,2020,"Tian, Hao; Tao, Peng",ivis Dimensionality Reduction Framework for Biomacromolecular Simulations,arXiv:2004.10718 [q-bio],,,,,,,,
Utility,DP-GEN,Deep potential generator,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Zhang, Yuzhi; Wang, Haidi; Chen, Weijie; Zeng, Jinzhe; Zhang, Linfeng; Wang, Han; E, Weinan",DP-GEN: A concurrent learning platform for the generation of reliable deep learning based potential energy models,Computer Physics Communications,10.1016/j.cpc.2020.107206,,,,,,,
Utility,iMD-VR,Interactive molecular dynamics. Really fertile ground for reinforcement learning!,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Deeks, Helen M.; Walters, Rebecca K.; Hare, Stephanie R.; O’Connor, Michael B.; Mulholland, Adrian J.; Glowacki, David R.",Interactive molecular dynamics in virtual reality for accurate flexible protein-ligand docking,PLOS ONE,10.1371/journal.pone.0228461,,,,,,,
Utility,MD,Molecular dynamics,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Pant, Shashank; Smith, Zachary; Wang, Yihang; Tajkhorshid, Emad; Tiwary, Pratyush",A statistical physics based approach to capture spurious solutions in AI-enhanced molecular dynamics,bioRxiv,10.1101/2020.06.11.146985,,,,,,,
Utility,maze,Program for tracing ligand unbinding trajectories,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Rydzewski, Jakub",maze: Heterogeneous ligand unbinding along transient protein tunnels,Computer Physics Communications,10.1016/j.cpc.2019.106865,,,,,,,
Utility,CG,Conformer generation,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Wang, Shuzhe; Witek, Jagna; Landrum, Gregory A.; Riniker, Sereina",Improving Conformer Generation for Small Rings and Macrocycles Based on Distance Geometry and Experimental Torsional-Angle Preferences,Journal of Chemical Information and Modeling,10.1021/acs.jcim.0c00025,,,,,,,
